CustomerID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
13874,380,1,540.45,1,1,3,113,Hibernating
13875,75,5,1762.4300000000005,3,4,4,344,Potential Loyalists
13876,85,1,98.89999999999999,3,1,1,311,Needs Attention
13877,108,1,117.24000000000001,2,1,1,211,Lost
13878,76,1,1281.5299999999997,3,1,4,314,Needs Attention
13880,43,13,3219.7700000000004,4,5,5,455,Champions
13881,25,20,17159.52000000001,5,5,5,555,Champions
13882,24,5,1191.13,5,4,4,544,Champions
13883,32,5,2634.8799999999997,5,4,5,545,Champions
13884,29,5,787.6,5,4,3,543,Loyal Customers
13885,211,2,506.8000000000001,1,2,3,123,Hibernating
13886,93,1,243.55999999999997,3,1,1,311,Needs Attention
13887,226,1,349.55,1,1,2,112,Lost
13888,141,2,605.63,2,2,3,223,Hibernating
13889,114,1,416.90000000000003,2,1,2,212,Lost
13890,23,10,1883.81,5,5,4,554,Champions
13892,48,4,632.9699999999999,4,4,3,443,Loyal Customers
13893,319,1,821.0999999999998,1,1,3,113,Hibernating
13894,45,3,564.62,4,3,3,433,Loyal Customers
13895,50,4,2593.070000000001,4,4,5,445,Champions
13897,72,1,293.81999999999994,3,1,2,312,Needs Attention
13898,347,1,155.93,1,1,1,111,Lost
13899,38,2,388.52,4,2,2,422,Promising
13900,205,3,740.9499999999998,1,3,3,133,Cant Lose Them
13901,94,5,2867.199999999999,2,4,5,245,At Risk
13904,59,2,332.64,3,2,2,322,Needs Attention
13908,101,4,2369.5500000000006,2,4,5,245,At Risk
13911,79,9,2561.1099999999997,3,5,5,355,Potential Loyalists
13914,33,2,611.1499999999999,5,2,3,523,Promising
13917,71,2,272.03999999999996,3,2,2,322,Needs Attention
13918,71,2,1212.84,3,2,4,324,Needs Attention
13919,81,2,384.81,3,2,2,322,Needs Attention
13922,373,1,172.25,1,1,1,111,Lost
13923,75,1,351.13,3,1,2,312,Needs Attention
13924,23,6,1838.8499999999997,5,5,4,554,Champions
13925,114,4,678.25,2,4,3,243,At Risk
13926,45,1,223.85,4,1,1,411,Promising
13927,96,1,348.99,2,1,2,212,Lost
13928,32,4,464.56999999999994,5,4,2,542,Loyal Customers
13929,191,2,842.65,2,2,3,223,Hibernating
13930,79,2,337.3399999999999,3,2,2,322,Needs Attention
13931,117,2,1237.5300000000004,2,2,4,224,Hibernating
13932,316,1,307.4,1,1,2,112,Lost
13933,131,2,608.7899999999998,2,2,3,223,Hibernating
13934,285,1,922.0999999999998,1,1,3,113,Hibernating
13936,201,1,376.5800000000001,2,1,2,212,Lost
13937,191,1,158.85,2,1,1,211,Lost
13938,57,1,71.66,3,1,1,311,Needs Attention
13939,45,3,568.5499999999998,4,3,3,433,Loyal Customers
13940,39,4,839.1400000000001,4,4,3,443,Loyal Customers
13941,43,5,5026.560000000002,4,4,5,445,Champions
13946,101,3,553.92,2,3,3,233,Cant Lose Them
13947,87,1,90.6,3,1,1,311,Needs Attention
13948,382,1,102.0,1,1,1,111,Lost
13949,24,6,2398.1600000000008,5,5,5,555,Champions
13950,33,4,745.06,5,4,3,543,Loyal Customers
13951,198,3,674.4499999999998,2,3,3,233,Cant Lose Them
13952,239,2,3161.671,1,2,5,125,Hibernating
13953,29,7,3515.6800000000003,5,5,5,555,Champions
13954,23,2,439.91999999999996,5,3,2,532,Loyal Customers
13955,176,2,322.96,2,3,2,232,Cant Lose Them
13956,27,5,1026.4200000000003,5,4,4,544,Champions
13959,101,3,590.4,2,3,3,233,Cant Lose Them
13960,43,2,230.22,4,3,1,431,Loyal Customers
13962,43,2,169.55,4,3,1,431,Loyal Customers
13963,330,4,656.1399999999998,1,4,3,143,At Risk
13967,167,1,80.7,2,1,1,211,Lost
13969,29,18,9035.810000000005,5,5,5,555,Champions
13971,40,8,2758.26,4,5,5,455,Champions
13972,92,2,190.25,3,3,1,331,Lost
13973,309,1,264.70000000000005,1,1,2,112,Lost
13974,71,1,413.59000000000003,3,1,2,312,Needs Attention
13975,53,6,2521.600000000001,4,5,5,455,Champions
13976,228,1,357.98,1,1,2,112,Lost
13978,36,2,196.79,5,3,1,531,Loyal Customers
13979,95,1,869.8699999999999,2,1,3,213,Hibernating
13980,82,1,200.14000000000001,3,1,1,311,Needs Attention
13982,61,4,1871.8100000000002,3,4,4,344,Potential Loyalists
13983,51,12,2587.830000000001,4,5,5,455,Champions
13984,48,5,920.5100000000001,4,4,3,443,Loyal Customers
13985,26,15,7060.130000000005,5,5,5,555,Champions
13986,39,1,320.46,4,1,2,412,Promising
13988,41,6,4114.3600000000015,4,5,5,455,Champions
13989,87,2,1266.0799999999997,3,3,4,334,Potential Loyalists
13990,235,1,311.3,1,1,2,112,Lost
13991,34,6,855.9699999999996,5,5,3,553,Loyal Customers
13992,52,1,76.8,4,1,1,411,Promising
13993,64,9,3426.76,3,5,5,355,Potential Loyalists
13994,25,6,2303.059999999999,5,5,5,555,Champions
13995,37,5,1362.4899999999998,4,4,4,444,Champions
13999,32,12,3901.810000000001,5,5,5,555,Champions
14000,233,1,635.6600000000001,1,1,3,113,Hibernating
14001,67,3,2043.0800000000002,3,3,4,334,Potential Loyalists
14002,156,2,529.73,2,3,3,233,Cant Lose Them
14004,65,7,4582.640000000001,3,5,5,355,Potential Loyalists
14005,31,5,2864.720000000001,5,4,5,545,Champions
14006,137,3,962.19,2,3,4,234,Cant Lose Them
14009,220,2,695.6099999999999,1,3,3,133,Cant Lose Them
14012,299,1,328.8,1,1,2,112,Lost
14013,132,3,473.0199999999999,2,3,2,232,Cant Lose Them
14014,99,1,505.17999999999995,2,1,3,213,Hibernating
14015,74,1,917.3399999999999,3,1,3,313,Needs Attention
14016,183,4,4271.489999999999,2,4,5,245,At Risk
14019,68,3,1421.6100000000001,3,3,4,334,Potential Loyalists
14020,38,2,642.8000000000001,4,3,3,433,Loyal Customers
14021,177,3,631.9000000000001,2,3,3,233,Cant Lose Them
14022,247,1,440.0,1,1,2,112,Lost
14023,29,2,584.0699999999999,5,3,3,533,Loyal Customers
14024,143,2,327.70000000000005,2,3,2,232,Cant Lose Them
14027,82,1,104.82,3,1,1,311,Needs Attention
14029,85,2,467.6599999999999,3,3,2,332,Lost
14030,40,8,2326.3699999999994,4,5,5,455,Champions
14031,29,19,17286.86,5,5,5,555,Champions
14032,24,11,2970.5500000000015,5,5,5,555,Champions
14034,44,3,651.8200000000003,4,3,3,433,Loyal Customers
14035,50,5,1428.02,4,4,4,444,Champions
14036,306,1,626.6499999999999,1,1,3,113,Hibernating
14037,198,2,147.2,2,3,1,231,Cant Lose Them
14038,100,3,1560.3800000000003,2,3,4,234,Cant Lose Them
14039,55,1,152.2,3,1,1,311,Needs Attention
14040,62,12,3601.4199999999983,3,5,5,355,Potential Loyalists
14041,288,1,141.41,1,1,1,111,Lost
14044,48,4,647.8699999999993,4,4,3,443,Loyal Customers
14045,131,4,1659.75,2,4,4,244,At Risk
14046,306,1,154.99,1,1,1,111,Lost
14047,30,5,1308.6100000000001,5,4,4,544,Champions
14048,327,1,405.7299999999999,1,1,2,112,Lost
14049,38,4,5669.689999999997,4,4,5,445,Champions
14050,53,2,746.3600000000001,4,3,3,433,Loyal Customers
14051,22,23,15610.39,5,5,5,555,Champions
14052,41,1,225.35999999999999,4,1,1,411,Promising
14053,146,2,260.25,2,3,2,232,Cant Lose Them
14054,87,1,92.46,3,1,1,311,Needs Attention
14055,128,1,725.6400000000001,2,1,3,213,Hibernating
14056,23,23,8204.56999999998,5,5,5,555,Champions
14057,45,17,6207.880000000002,4,5,5,455,Champions
14059,288,1,183.60000000000002,1,1,1,111,Lost
14060,26,19,6110.179999999996,5,5,5,555,Champions
14062,31,12,10464.849999999999,5,5,5,555,Champions
14064,51,5,1353.74,4,4,4,444,Champions
14066,288,1,152.55,1,1,1,111,Lost
14067,85,2,374.70000000000005,3,3,2,332,Lost
14068,342,1,265.85,1,1,2,112,Lost
14071,25,8,1424.2900000000004,5,5,4,554,Champions
14073,54,1,151.04,4,1,1,411,Promising
14075,26,3,942.2599999999999,5,3,4,534,Loyal Customers
14076,151,1,122.47,2,1,1,211,Lost
14077,62,5,499.4199999999999,3,4,3,343,Potential Loyalists
14078,123,6,1049.3700000000003,2,5,4,254,At Risk
14079,146,1,375.09999999999997,2,1,2,212,Lost
14080,54,1,45.599999999999994,4,1,1,411,Promising
14081,324,2,929.9700000000001,1,3,3,133,Cant Lose Them
14082,386,1,182.25,1,1,1,111,Lost
14083,26,9,1006.4200000000001,5,5,4,554,Champions
14085,24,18,4428.38,5,5,5,555,Champions
14087,24,1,194.42,5,1,1,511,Promising
14088,32,13,49848.010000000024,5,5,5,555,Champions
14089,78,1,161.0,3,1,1,311,Needs Attention
14090,346,1,76.32000000000001,1,1,1,111,Lost
14092,29,14,4076.9100000000003,5,5,5,555,Champions
14093,34,1,442.8499999999999,5,1,2,512,Promising
14096,26,17,64560.489999999554,5,5,5,555,Champions
14098,58,1,147.35,3,1,1,311,Needs Attention
14099,38,11,3067.45,4,5,5,455,Champions
14100,159,1,194.9,2,1,1,211,Lost
14101,95,6,5976.79,2,5,5,255,At Risk
14102,27,5,1360.2800000000007,5,4,4,544,Champions
14104,176,2,216.20999999999998,2,3,1,231,Cant Lose Them
14105,261,1,1261.1900000000005,1,1,4,114,Hibernating
14107,73,7,2654.75,3,5,5,355,Potential Loyalists
14108,52,2,597.9099999999999,4,3,3,433,Loyal Customers
14109,94,1,144.2,2,1,1,211,Lost
14110,25,12,5279.949999999999,5,5,5,555,Champions
14111,36,4,692.85,5,4,3,543,Loyal Customers
14112,44,7,2915.1499999999983,4,5,5,455,Champions
14113,25,4,1840.42,5,4,4,544,Champions
14114,295,2,386.5299999999999,1,3,2,132,Cant Lose Them
14116,41,5,1382.7399999999998,4,4,4,444,Champions
14117,165,1,90.0,2,1,1,211,Lost
14121,25,4,2780.1500000000005,5,4,5,545,Champions
14124,106,1,419.58,2,1,2,212,Lost
14125,32,3,2735.390000000001,5,3,5,535,Loyal Customers
14126,29,3,706.13,5,3,3,533,Loyal Customers
14127,144,3,709.7099999999997,2,3,3,233,Cant Lose Them
14128,82,2,627.4200000000001,3,3,3,333,Potential Loyalists
14129,23,5,1123.8600000000001,5,4,4,544,Champions
14130,341,1,483.8599999999999,1,1,2,112,Lost
14132,24,11,3586.0299999999984,5,5,5,555,Champions
14133,151,3,605.64,2,3,3,233,Cant Lose Them
14135,23,15,4679.809999999997,5,5,5,555,Champions
14138,23,2,982.3800000000005,5,3,4,534,Loyal Customers
14139,68,1,415.81999999999994,3,1,2,312,Needs Attention
14140,25,2,935.05,5,3,3,533,Loyal Customers
14141,24,4,915.1300000000002,5,4,3,543,Loyal Customers
14142,395,1,311.80999999999995,1,1,2,112,Lost
14143,155,1,115.8,2,1,1,211,Lost
14145,68,4,3742.2,3,4,5,345,Potential Loyalists
14146,30,5,4190.999999999999,5,4,5,545,Champions
14147,100,2,483.40000000000003,2,3,2,232,Cant Lose Them
14148,255,1,157.2,1,1,1,111,Lost
14149,242,1,446.62000000000006,1,1,2,112,Lost
14150,57,2,658.64,3,3,3,333,Potential Loyalists
14152,97,2,611.9300000000001,2,3,3,233,Cant Lose Them
14154,261,2,1345.6200000000003,1,3,4,134,Cant Lose Them
14155,288,1,118.75,1,1,1,111,Lost
14156,31,55,116403.27999999974,5,5,5,555,Champions
14157,41,2,397.48000000000013,4,3,2,432,Loyal Customers
14158,62,1,507.66000000000014,3,1,3,313,Needs Attention
14159,41,11,4679.86,4,5,5,455,Champions
14161,237,3,1110.5199999999998,1,3,4,134,Cant Lose Them
14162,195,2,289.36000000000007,2,3,2,232,Cant Lose Them
14163,109,4,2445.9100000000008,2,4,5,245,At Risk
14164,92,2,1631.77,3,3,4,334,Potential Loyalists
14165,297,1,109.78999999999999,1,1,1,111,Lost
14167,61,4,574.84,3,4,3,343,Potential Loyalists
14171,120,1,353.1299999999999,2,1,2,212,Lost
14173,32,4,450.84,5,4,2,542,Loyal Customers
14174,55,1,134.46,3,1,1,311,Needs Attention
14175,81,3,3222.3000000000006,3,3,5,335,Potential Loyalists
14176,319,4,563.4,1,4,3,143,At Risk
14177,108,4,559.41,2,4,3,243,At Risk
14178,30,7,1612.7499999999993,5,5,4,554,Champions
14179,62,2,713.2799999999995,3,3,3,333,Potential Loyalists
14180,32,25,4551.419999999993,5,5,5,555,Champions
14184,88,1,452.89000000000004,3,1,2,312,Needs Attention
14185,353,1,197.65,1,1,1,111,Lost
14188,52,6,2054.3599999999997,4,5,5,455,Champions
14189,24,15,4619.039999999998,5,5,5,555,Champions
14191,23,13,4654.759999999999,5,5,5,555,Champions
14193,89,2,853.3900000000001,3,3,3,333,Potential Loyalists
14194,26,21,11220.52,5,5,5,555,Champions
14195,223,2,1012.0,1,3,4,134,Cant Lose Them
14196,128,1,335.52,2,1,2,212,Lost
14198,40,4,701.4,4,4,3,443,Loyal Customers
14199,240,1,185.39999999999998,1,1,1,111,Lost
14201,82,7,747.4399999999999,3,5,3,353,Potential Loyalists
14204,24,1,161.03000000000003,5,1,1,511,Promising
14205,38,2,466.7,4,3,2,432,Loyal Customers
14206,261,1,328.15999999999997,1,1,2,112,Lost
14208,116,1,151.73999999999998,2,1,1,211,Lost
14209,32,6,2073.43,5,5,5,555,Champions
14210,127,6,1836.8400000000004,2,5,4,254,At Risk
14211,75,9,2241.1,3,5,5,355,Potential Loyalists
14212,111,1,1070.48,2,1,4,214,Hibernating
14214,52,5,988.7799999999997,4,4,4,444,Champions
14215,33,6,1771.0000000000007,5,5,4,554,Champions
14216,25,4,1839.3000000000009,5,4,4,544,Champions
14217,23,17,2004.9800000000005,5,5,4,554,Champions
14218,64,1,169.48000000000002,3,1,1,311,Needs Attention
14219,26,1,86.46000000000001,5,1,1,511,Promising
14220,269,2,632.4000000000001,1,3,3,133,Cant Lose Them
14221,64,9,3389.9000000000005,3,5,5,355,Potential Loyalists
14222,199,1,683.17,2,1,3,213,Hibernating
14223,114,3,991.1299999999999,2,3,4,234,Cant Lose Them
14224,132,4,1048.4700000000005,2,4,4,244,At Risk
14226,50,5,2232.19,4,4,5,445,Champions
14227,48,10,3350.9600000000005,4,5,5,455,Champions
14229,73,3,1547.1999999999998,3,3,4,334,Potential Loyalists
14231,205,3,925.7099999999998,1,3,3,133,Cant Lose Them
14232,64,5,1889.9699999999998,3,4,4,344,Potential Loyalists
14233,71,4,1403.3200000000002,3,4,4,344,Potential Loyalists
14234,44,4,736.0699999999996,4,4,3,443,Loyal Customers
14235,97,5,3134.36,2,4,5,245,At Risk
14236,102,2,490.86,2,3,3,233,Cant Lose Them
14237,395,1,161.0,1,1,1,111,Lost
14238,348,1,146.85,1,1,1,111,Lost
14239,65,11,2380.8500000000013,3,5,5,355,Potential Loyalists
14240,52,2,890.3399999999999,4,3,3,433,Loyal Customers
14241,205,1,213.7,1,1,1,111,Lost
14242,256,2,280.55,1,3,2,132,Cant Lose Them
14243,30,10,2553.6699999999987,5,5,5,555,Champions
14245,241,2,1683.4499999999994,1,3,4,134,Cant Lose Them
14246,132,3,1474.0600000000004,2,3,4,234,Cant Lose Them
14247,300,1,136.77,1,1,1,111,Lost
14248,340,1,289.08,1,1,2,112,Lost
14250,29,3,1904.0499999999995,5,3,4,534,Loyal Customers
14251,23,5,2879.7,5,4,5,545,Champions
14256,282,2,969.06,1,3,4,134,Cant Lose Them
14257,86,5,3094.68,3,4,5,345,Potential Loyalists
14258,31,9,11964.380000000001,5,5,5,555,Champions
14259,163,1,120.0,2,1,1,211,Lost
14261,72,2,1163.4499999999998,3,3,4,334,Potential Loyalists
14262,30,8,2618.2300000000005,5,5,5,555,Champions
14264,176,2,333.97,2,3,2,232,Cant Lose Them
14265,131,2,530.18,2,3,3,233,Cant Lose Them
14267,184,3,1516.2400000000005,2,3,4,234,Cant Lose Them
14270,353,1,492.65000000000003,1,1,3,113,Hibernating
14271,247,1,102.24000000000001,1,1,1,111,Lost
14272,95,2,428.6000000000001,2,3,2,232,Cant Lose Them
14273,73,4,559.9700000000001,3,4,3,343,Potential Loyalists
14276,120,3,1119.7400000000007,2,3,4,234,Cant Lose Them
14277,37,3,4216.2000000000035,4,3,5,435,Loyal Customers
14280,218,1,134.04000000000002,1,1,1,111,Lost
14282,25,15,3729.3399999999992,5,5,5,555,Champions
14284,52,2,595.25,4,3,3,433,Loyal Customers
14285,43,4,1910.0100000000002,4,4,4,444,Champions
14286,45,3,4547.390000000001,4,3,5,435,Loyal Customers
14287,30,3,161.03,5,3,1,531,Loyal Customers
14288,235,1,426.59999999999997,1,1,2,112,Lost
14289,30,6,911.2600000000001,5,5,3,553,Loyal Customers
14290,33,5,2314.6499999999996,5,4,5,545,Champions
14291,23,11,3883.249999999999,5,5,5,555,Champions
14292,29,9,4871.9299999999985,5,5,5,555,Champions
14293,25,4,1041.5200000000002,5,4,4,544,Champions
14295,62,1,166.2,3,1,1,311,Needs Attention
14297,39,4,1305.3300000000002,4,4,4,444,Champions
14298,30,44,49839.44000000001,5,5,5,555,Champions
14299,30,9,3960.580000000001,5,5,5,555,Champions
14300,40,1,43.2,4,1,1,411,Promising
14301,139,1,640.14,2,1,3,213,Hibernating
14304,244,1,383.45,1,1,2,112,Lost
14305,93,3,1792.7200000000003,3,3,4,334,Potential Loyalists
14306,73,2,2093.32,3,3,5,335,Potential Loyalists
14307,110,6,2995.7199999999984,2,5,5,255,At Risk
14309,30,9,2352.5300000000007,5,5,5,555,Champions
14311,264,1,310.26,1,1,2,112,Lost
14312,68,6,1601.5900000000004,3,5,4,354,Potential Loyalists
14314,128,1,120.0,2,1,1,211,Lost
14315,66,6,2481.130000000001,3,5,5,355,Potential Loyalists
14317,86,1,508.58000000000004,3,1,3,313,Needs Attention
14320,228,2,477.78999999999996,1,3,2,132,Cant Lose Them
14321,32,5,1506.2699999999998,5,4,4,544,Champions
14323,136,2,605.0600000000001,2,3,3,233,Cant Lose Them
14326,264,1,183.85,1,1,1,111,Lost
14327,185,1,311.65000000000003,2,1,2,212,Lost
14329,39,7,4995.039999999998,4,5,5,455,Champions
14331,146,2,462.66,2,3,2,232,Cant Lose Them
14332,44,3,866.31,4,3,3,433,Loyal Customers
14333,89,1,415.2,3,1,2,312,Needs Attention
14334,38,8,2419.0099999999998,4,5,5,455,Champions
14335,38,2,468.26,4,3,2,432,Loyal Customers
14336,38,4,1614.91,4,4,4,444,Champions
14338,183,2,588.22,2,3,3,233,Cant Lose Them
14339,264,1,309.5199999999999,1,1,2,112,Lost
14340,240,1,134.7,1,1,1,111,Lost
14341,67,8,2153.6299999999997,3,5,5,355,Potential Loyalists
14342,43,4,668.5600000000001,4,4,3,443,Loyal Customers
14344,149,8,889.93,2,5,3,253,At Risk
14345,60,1,108.97999999999999,3,1,1,311,Needs Attention
14346,142,2,1021.58,2,3,4,234,Cant Lose Them
14348,282,1,409.56999999999994,1,1,2,112,Lost
14349,32,1,133.50000000000003,5,1,1,511,Promising
14350,296,1,282.93,1,1,2,112,Lost
14351,186,1,51.0,2,1,1,211,Lost
14352,179,4,1078.96,2,4,4,244,At Risk
14353,237,1,90.6,1,1,1,111,Lost
14354,27,2,163.62,5,3,1,531,Loyal Customers
14355,387,1,174.39999999999998,1,1,1,111,Lost
14356,101,2,701.2299999999999,2,3,3,233,Cant Lose Them
14357,65,1,225.77000000000004,3,1,1,311,Needs Attention
14359,41,3,912.1800000000001,4,3,3,433,Loyal Customers
14360,53,4,2128.23,4,4,5,445,Champions
14362,44,1,161.20000000000005,4,1,1,411,Promising
14364,130,8,3717.35,2,5,5,255,At Risk
14367,30,16,9261.520000000006,5,5,5,555,Champions
14368,341,1,155.0,1,1,1,111,Lost
14371,317,1,100.5,1,1,1,111,Lost
14373,380,1,76.55,1,1,1,111,Lost
14375,207,1,257.67999999999984,1,1,2,112,Lost
14377,213,2,617.05,1,3,3,133,Cant Lose Them
14379,66,2,343.0600000000001,3,3,2,332,Lost
14381,74,1,202.68000000000012,3,1,1,311,Needs Attention
14382,48,1,610.0799999999995,4,1,3,413,Promising
14383,60,3,1247.6899999999996,3,3,4,334,Potential Loyalists
14385,31,3,202.10999999999999,5,3,1,531,Loyal Customers
14386,318,1,142.4,1,1,1,111,Lost
14387,54,3,1770.56,4,3,4,434,Loyal Customers
14388,32,8,3212.8400000000024,5,5,5,555,Champions
14389,87,2,1043.46,3,3,4,334,Potential Loyalists
14390,32,9,4647.779999999999,5,5,5,555,Champions
14393,240,1,67.95,1,1,1,111,Lost
14395,24,9,3461.5600000000018,5,5,5,555,Champions
14396,87,2,486.68999999999994,3,3,2,332,Lost
14397,24,19,2612.96,5,5,5,555,Champions
14400,171,1,559.1,2,1,3,213,Hibernating
14401,26,13,4019.380000000003,5,5,5,555,Champions
14403,152,4,1475.8100000000002,2,4,4,244,At Risk
14404,55,6,1473.6700000000003,3,5,4,354,Potential Loyalists
14406,141,1,156.75,2,1,1,211,Lost
14407,129,6,2157.7300000000005,2,5,5,255,At Risk
14408,32,7,2587.810000000001,5,5,5,555,Champions
14409,93,6,2059.4499999999994,3,5,5,355,Potential Loyalists
14410,114,9,1100.8700000000006,2,5,4,254,At Risk
14411,332,1,1062.9999999999998,1,1,4,114,Hibernating
14412,64,2,770.0299999999995,3,3,3,333,Potential Loyalists
14413,384,1,122.70000000000002,1,1,1,111,Lost
14414,113,7,1454.8600000000008,2,5,4,254,At Risk
14415,23,13,5900.279999999996,5,5,5,555,Champions
14416,44,2,490.22,4,3,3,433,Loyal Customers
14418,25,3,1922.8500000000006,5,3,4,534,Loyal Customers
14419,32,6,1058.06,5,5,4,554,Champions
14420,121,1,387.52,2,1,2,212,Lost
14421,79,2,813.1100000000001,3,3,3,333,Potential Loyalists
14422,22,6,4233.639999999998,5,5,5,555,Champions
14423,240,1,265.2,1,1,2,112,Lost
14424,39,1,322.08,4,1,2,412,Promising
14426,45,10,4471.589999999997,4,5,5,455,Champions
14427,72,2,363.34000000000003,3,3,2,332,Lost
14428,29,5,1244.8300000000004,5,4,4,544,Champions
14431,324,1,444.8599999999999,1,1,2,112,Lost
14432,31,6,2247.91,5,5,5,555,Champions
14434,43,6,1372.7999999999997,4,5,4,454,Champions
14436,120,1,89.06,2,1,1,211,Lost
14437,387,1,63.0,1,1,1,111,Lost
14438,328,1,131.9,1,1,1,111,Lost
14439,341,1,2595.5400000000004,1,1,5,115,Hibernating
14440,30,5,2357.6800000000003,5,4,5,545,Champions
14441,22,4,1712.8899999999996,5,4,4,544,Champions
14442,226,2,1589.8199999999997,1,3,4,134,Cant Lose Them
14443,75,4,1420.2,3,4,4,344,Potential Loyalists
14446,22,4,1039.190000000001,5,4,4,544,Champions
14447,40,5,1163.23,4,4,4,444,Champions
14448,31,2,375.34999999999997,5,3,2,532,Loyal Customers
14449,40,4,898.9099999999997,4,4,3,443,Loyal Customers
14450,202,3,482.60000000000014,1,3,2,132,Cant Lose Them
14451,82,2,658.3899999999999,3,3,3,333,Potential Loyalists
14452,32,2,264.43999999999994,5,3,2,532,Loyal Customers
14453,212,1,119.93000000000002,1,1,1,111,Lost
14456,27,9,3020.739999999997,5,5,5,555,Champions
14457,332,1,113.64,1,1,1,111,Lost
14459,177,1,1837.9200000000003,2,1,4,214,Hibernating
14460,132,3,359.46,2,3,2,232,Cant Lose Them
14461,170,3,2029.0599999999993,2,3,4,234,Cant Lose Them
14462,88,11,2001.4200000000017,3,5,4,354,Potential Loyalists
14463,120,3,529.6199999999999,2,3,3,233,Cant Lose Them
14465,268,3,1058.620000000001,1,3,4,134,Cant Lose Them
14466,51,7,2272.3999999999996,4,5,5,455,Champions
14467,39,4,598.7600000000001,4,4,3,443,Loyal Customers
14470,33,2,461.19,5,3,2,532,Loyal Customers
14472,125,8,1926.3400000000017,2,5,4,254,At Risk
14473,96,2,234.34,2,3,1,231,Cant Lose Them
14474,68,1,547.6599999999999,3,1,3,313,Needs Attention
14475,93,3,925.85,3,3,3,333,Potential Loyalists
14476,279,1,215.7,1,1,1,111,Lost
14477,41,4,1309.6000000000001,4,4,4,444,Champions
14479,275,2,316.24999999999994,1,3,2,132,Cant Lose Them
14480,33,1,279.05,5,1,2,512,Promising
14481,186,2,636.5099999999999,2,3,3,233,Cant Lose Them
14482,40,6,2068.1500000000005,4,5,5,455,Champions
14483,303,1,137.1,1,1,1,111,Lost
14484,72,1,321.92,3,1,2,312,Needs Attention
14485,60,1,165.75,3,1,1,311,Needs Attention
14487,48,6,1196.3300000000002,4,5,4,454,Champions
14488,89,1,1064.2800000000002,3,1,4,314,Needs Attention
14489,229,1,463.38,1,1,2,112,Lost
14491,197,2,340.93,2,3,2,232,Cant Lose Them
14493,29,5,2383.2400000000002,5,4,5,545,Champions
14494,47,1,139.56,4,1,1,411,Promising
14495,72,2,123.8,3,3,1,331,Lost
14496,333,2,538.8100000000001,1,3,3,133,Cant Lose Them
14497,331,1,475.37,1,1,2,112,Lost
14498,64,5,1957.319999999999,3,4,4,344,Potential Loyalists
14499,48,3,814.6700000000002,4,3,3,433,Loyal Customers
14500,110,3,356.85,2,3,2,232,Cant Lose Them
14501,205,2,251.20999999999998,1,3,2,132,Cant Lose Them
14502,41,11,2440.67,4,5,5,455,Champions
14503,25,6,3543.260000000001,5,5,5,555,Champions
14504,69,4,665.6199999999999,3,4,3,343,Potential Loyalists
14505,39,8,5854.489999999988,4,5,5,455,Champions
14506,39,5,2012.170000000003,4,4,4,444,Champions
14507,45,6,1342.5599999999995,4,5,4,454,Champions
14508,44,2,276.41999999999996,4,3,2,432,Loyal Customers
14511,33,5,1314.8099999999997,5,4,4,544,Champions
14512,209,2,275.2799999999999,1,3,2,132,Cant Lose Them
14513,122,3,455.5899999999999,2,3,2,232,Cant Lose Them
14514,83,3,1055.35,3,3,4,334,Potential Loyalists
14515,39,6,2102.0899999999997,4,5,5,455,Champions
14517,55,2,330.45000000000005,3,3,2,332,Lost
14518,86,1,174.37,3,1,1,311,Needs Attention
14520,23,2,270.6,5,3,2,532,Loyal Customers
14522,46,4,974.54,4,4,4,444,Champions
14523,130,1,241.09000000000003,2,1,1,211,Lost
14524,53,9,1866.8300000000002,4,5,4,454,Champions
14525,41,9,4332.199999999994,4,5,5,455,Champions
14527,24,55,8457.969999999963,5,5,5,555,Champions
14528,59,1,364.22,3,1,2,312,Needs Attention
14529,82,3,620.04,3,3,3,333,Potential Loyalists
14530,47,6,2925.910000000002,4,5,5,455,Champions
14532,258,4,932.8499999999999,1,4,3,143,At Risk
14533,46,7,1949.7200000000003,4,5,4,454,Champions
14534,24,18,4435.1,5,5,5,555,Champions
14535,82,3,2859.9900000000007,3,3,5,335,Potential Loyalists
14536,281,1,171.79999999999998,1,1,1,111,Lost
14537,79,1,355.56000000000006,3,1,2,312,Needs Attention
14538,86,2,388.25,3,3,2,332,Lost
14539,37,2,537.48,4,3,3,433,Loyal Customers
14540,31,3,996.2599999999999,5,3,4,534,Loyal Customers
14541,80,8,1461.6500000000012,3,5,4,354,Potential Loyalists
14542,207,1,103.25000000000001,1,1,1,111,Lost
14543,50,16,3590.730000000001,4,5,5,455,Champions
14544,46,2,2024.4500000000003,4,3,4,434,Loyal Customers
14546,27,5,2574.1900000000023,5,4,5,545,Champions
14547,25,8,3924.709999999997,5,5,5,555,Champions
14548,172,2,652.8,2,3,3,233,Cant Lose Them
14549,333,1,289.23999999999995,1,1,2,112,Lost
14550,32,2,765.62,5,3,3,533,Loyal Customers
14551,40,2,186.23000000000002,4,3,1,431,Loyal Customers
14552,173,1,163.11999999999998,2,1,1,211,Lost
14553,41,5,846.1700000000002,4,4,3,443,Loyal Customers
14554,32,4,2381.0399999999995,5,4,5,545,Champions
14555,79,2,324.14,3,3,2,332,Lost
14557,107,1,788.3800000000001,2,1,3,213,Hibernating
14560,29,22,2237.77,5,5,5,555,Champions
